,symbol,metric,value
4112,LYV,Previous Close,116.92
4113,LYV,Open,118.00
4114,LYV,Bid,118.49 x 800
4115,LYV,Ask,118.48 x 1100
4116,LYV,Day's Range,116.46 - 119.15
4117,LYV,52 Week Range,65.88 - 127.75
4118,LYV,Volume,"1,645,947"
4119,LYV,Avg. Volume,"2,353,565"
4120,LYV,Market Cap,26.631B
4121,LYV,Beta (5Y Monthly),1.29
4122,LYV,PE Ratio (TTM),N/A
4123,LYV,EPS (TTM),-4.16
4124,LYV,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
4125,LYV,Forward Dividend & Yield,N/A (N/A)
4126,LYV,Ex-Dividend Date,N/A
4127,LYV,1y Target Est,115.00
4128,LKQ,Previous Close,57.26
4129,LKQ,Open,57.60
4130,LKQ,Bid,54.00 x 800
4131,LKQ,Ask,0.00 x 1200
4132,LKQ,Day's Range,57.22 - 58.02
4133,LKQ,52 Week Range,34.11 - 60.05
4134,LKQ,Volume,"1,416,474"
4135,LKQ,Avg. Volume,"1,693,979"
4136,LKQ,Market Cap,16.898B
4137,LKQ,Beta (5Y Monthly),1.62
4138,LKQ,PE Ratio (TTM),16.87
4139,LKQ,EPS (TTM),3.44
4140,LKQ,Earnings Date,"Feb 17, 2022"
4141,LKQ,Forward Dividend & Yield,1.00 (1.73%)
4142,LKQ,Ex-Dividend Date,"Nov 09, 2021"
4143,LKQ,1y Target Est,65.89
4144,LMT,Previous Close,343.14
4145,LMT,Open,343.78
4146,LMT,Bid,330.00 x 800
4147,LMT,Ask,348.37 x 1800
4148,LMT,Day's Range,343.78 - 348.32
4149,LMT,52 Week Range,319.81 - 396.99
4150,LMT,Volume,"1,061,270"
4151,LMT,Avg. Volume,"1,618,569"
4152,LMT,Market Cap,95.703B
4153,LMT,Beta (5Y Monthly),0.92
4154,LMT,PE Ratio (TTM),15.99
4155,LMT,EPS (TTM),21.71
4156,LMT,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
4157,LMT,Forward Dividend & Yield,11.20 (3.23%)
4158,LMT,Ex-Dividend Date,"Nov 30, 2021"
4159,LMT,1y Target Est,384.12
4160,LOW,Previous Close,249.70
4161,LOW,Open,250.24
4162,LOW,Bid,249.93 x 900
4163,LOW,Ask,250.90 x 3000
4164,LOW,Day's Range,249.04 - 251.71
4165,LOW,52 Week Range,150.84 - 263.31
4166,LOW,Volume,"2,060,478"
4167,LOW,Avg. Volume,"3,363,373"
4168,LOW,Market Cap,168.497B
4169,LOW,Beta (5Y Monthly),1.29
4170,LOW,PE Ratio (TTM),21.81
4171,LOW,EPS (TTM),11.47
4172,LOW,Earnings Date,"Feb 23, 2022"
4173,LOW,Forward Dividend & Yield,3.20 (1.28%)
4174,LOW,Ex-Dividend Date,"Jan 18, 2022"
4175,LOW,1y Target Est,274.36
4176,LUMN,Previous Close,12.76
4177,LUMN,Open,12.77
4178,LUMN,Bid,12.77 x 1000
4179,LUMN,Ask,12.87 x 4000
4180,LUMN,Day's Range,12.76 - 12.89
4181,LUMN,52 Week Range,9.66 - 16.60
4182,LUMN,Volume,"3,979,973"
4183,LUMN,Avg. Volume,"10,858,831"
4184,LUMN,Market Cap,13.147B
4185,LUMN,Beta (5Y Monthly),0.99
4186,LUMN,PE Ratio (TTM),N/A
4187,LUMN,EPS (TTM),-0.71
4188,LUMN,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
4189,LUMN,Forward Dividend & Yield,1.00 (7.84%)
4190,LUMN,Ex-Dividend Date,"Nov 26, 2021"
4191,LUMN,1y Target Est,11.30
4192,LYB,Previous Close,87.76
4193,LYB,Open,86.44
4194,LYB,Bid,0.00 x 800
4195,LYB,Ask,0.00 x 2900
4196,LYB,Day's Range,85.04 - 87.21
4197,LYB,52 Week Range,84.06 - 118.02
4198,LYB,Volume,"2,807,668"
4199,LYB,Avg. Volume,"2,222,962"
4200,LYB,Market Cap,28.919B
4201,LYB,Beta (5Y Monthly),1.47
4202,LYB,PE Ratio (TTM),5.08
4203,LYB,EPS (TTM),17.12
4204,LYB,Earnings Date,"Jan 27, 2022 - Jan 31, 2022"
4205,LYB,Forward Dividend & Yield,4.52 (5.15%)
4206,LYB,Ex-Dividend Date,"Nov 26, 2021"
4207,LYB,1y Target Est,113.32
4208,MTB,Previous Close,150.51
4209,MTB,Open,151.90
4210,MTB,Bid,147.86 x 800
4211,MTB,Ask,151.64 x 1100
4212,MTB,Day's Range,150.66 - 153.21
4213,MTB,52 Week Range,123.50 - 168.27
4214,MTB,Volume,"476,073"
4215,MTB,Avg. Volume,"973,453"
4216,MTB,Market Cap,19.425B
4217,MTB,Beta (5Y Monthly),1.08
4218,MTB,PE Ratio (TTM),10.82
4219,MTB,EPS (TTM),13.95
4220,MTB,Earnings Date,"Jan 20, 2022"
4221,MTB,Forward Dividend & Yield,4.80 (3.18%)
4222,MTB,Ex-Dividend Date,"Nov 29, 2021"
4223,MTB,1y Target Est,175.92
4224,MRO,Previous Close,16.04
4225,MRO,Open,16.04
4226,MRO,Bid,15.99 x 1100
4227,MRO,Ask,16.01 x 1800
4228,MRO,Day's Range,15.98 - 16.31
4229,MRO,52 Week Range,6.50 - 17.59
4230,MRO,Volume,"9,627,479"
4231,MRO,Avg. Volume,"17,997,577"
4232,MRO,Market Cap,12.457B
4233,MRO,Beta (5Y Monthly),3.03
4234,MRO,PE Ratio (TTM),N/A
4235,MRO,EPS (TTM),-0.05
4236,MRO,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
4237,MRO,Forward Dividend & Yield,0.24 (1.50%)
4238,MRO,Ex-Dividend Date,"Nov 16, 2021"
4239,MRO,1y Target Est,20.23
4240,MPC,Previous Close,63.10
4241,MPC,Open,63.75
4242,MPC,Bid,62.87 x 1400
4243,MPC,Ask,64.76 x 900
4244,MPC,Day's Range,63.02 - 64.53
4245,MPC,52 Week Range,40.30 - 68.78
4246,MPC,Volume,"4,658,293"
4247,MPC,Avg. Volume,"6,465,357"
4248,MPC,Market Cap,38.807B
4249,MPC,Beta (5Y Monthly),2.09
4250,MPC,PE Ratio (TTM),4.43
4251,MPC,EPS (TTM),14.25
4252,MPC,Earnings Date,"Feb 02, 2022"
4253,MPC,Forward Dividend & Yield,2.32 (3.68%)
4254,MPC,Ex-Dividend Date,"Nov 16, 2021"
4255,MPC,1y Target Est,75.25
4256,MAR,Previous Close,162.58
4257,MAR,Open,164.25
4258,MAR,Bid,165.61 x 1100
4259,MAR,Ask,165.55 x 800
4260,MAR,Day's Range,162.54 - 165.78
4261,MAR,52 Week Range,115.50 - 171.68
4262,MAR,Volume,"1,528,875"
4263,MAR,Avg. Volume,"2,166,104"
4264,MAR,Market Cap,53.8B
4265,MAR,Beta (5Y Monthly),1.75
4266,MAR,PE Ratio (TTM),115.68
4267,MAR,EPS (TTM),1.43
4268,MAR,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
4269,MAR,Forward Dividend & Yield,N/A (N/A)
4270,MAR,Ex-Dividend Date,"Feb 27, 2020"
4271,MAR,1y Target Est,163.28
4272,MMC,Previous Close,170.48
4273,MMC,Open,171.09
4274,MMC,Bid,170.69 x 1100
4275,MMC,Ask,175.87 x 1000
4276,MMC,Day's Range,170.42 - 171.84
4277,MMC,52 Week Range,106.95 - 174.90
4278,MMC,Volume,"1,309,402"
4279,MMC,Avg. Volume,"1,825,444"
4280,MMC,Market Cap,86.12B
4281,MMC,Beta (5Y Monthly),0.93
4282,MMC,PE Ratio (TTM),32.24
4283,MMC,EPS (TTM),5.29
4284,MMC,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
4285,MMC,Forward Dividend & Yield,2.14 (1.25%)
4286,MMC,Ex-Dividend Date,"Oct 07, 2021"
4287,MMC,1y Target Est,176.71
4288,MLM,Previous Close,436.35
4289,MLM,Open,427.74
4290,MLM,Bid,420.33 x 800
4291,MLM,Ask,420.55 x 1300
4292,MLM,Day's Range,415.73 - 428.71
4293,MLM,52 Week Range,270.76 - 442.96
4294,MLM,Volume,"331,271"
4295,MLM,Avg. Volume,"335,401"
4296,MLM,Market Cap,26.335B
4297,MLM,Beta (5Y Monthly),0.70
4298,MLM,PE Ratio (TTM),36.24
4299,MLM,EPS (TTM),11.65
4300,MLM,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
4301,MLM,Forward Dividend & Yield,2.44 (0.56%)
4302,MLM,Ex-Dividend Date,"Nov 30, 2021"
4303,MLM,1y Target Est,443.38
4304,MA,Previous Close,357.48
4305,MA,Open,357.54
4306,MA,Bid,360.37 x 800
4307,MA,Ask,362.00 x 900
4308,MA,Day's Range,355.00 - 362.47
4309,MA,52 Week Range,306.00 - 401.50
4310,MA,Volume,"2,626,991"
4311,MA,Avg. Volume,"5,051,790"
4312,MA,Market Cap,354.29B
4313,MA,Beta (5Y Monthly),1.12
4314,MA,PE Ratio (TTM),44.35
4315,MA,EPS (TTM),8.13
4316,MA,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
4317,MA,Forward Dividend & Yield,1.96 (0.54%)
4318,MA,Ex-Dividend Date,"Jan 06, 2022"
4319,MA,1y Target Est,431.57
4320,MTCH,Previous Close,131.39
4321,MTCH,Open,131.60
4322,MTCH,Bid,129.61 x 900
4323,MTCH,Ask,135.93 x 900
4324,MTCH,Day's Range,130.65 - 134.52
4325,MTCH,52 Week Range,118.51 - 182.00
4326,MTCH,Volume,"1,390,587"
4327,MTCH,Avg. Volume,"2,871,920"
4328,MTCH,Market Cap,37.775B
4329,MTCH,Beta (5Y Monthly),N/A
4330,MTCH,PE Ratio (TTM),70.83
4331,MTCH,EPS (TTM),1.88
4332,MTCH,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
4333,MTCH,Forward Dividend & Yield,N/A (N/A)
4334,MTCH,Ex-Dividend Date,"Nov 10, 2015"
4335,MTCH,1y Target Est,174.32
4336,MKC,Previous Close,93.39
4337,MKC,Open,93.47
4338,MKC,Bid,92.00 x 1000
4339,MKC,Ask,96.21 x 900
4340,MKC,Day's Range,93.00 - 93.64
4341,MKC,52 Week Range,77.85 - 98.80
4342,MKC,Volume,"692,610"
4343,MKC,Avg. Volume,"1,401,388"
4344,MKC,Market Cap,24.868B
4345,MKC,Beta (5Y Monthly),0.46
4346,MKC,PE Ratio (TTM),32.99
4347,MKC,EPS (TTM),2.82
4348,MKC,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
4349,MKC,Forward Dividend & Yield,1.48 (1.59%)
4350,MKC,Ex-Dividend Date,"Dec 30, 2021"
4351,MKC,1y Target Est,88.96
4352,MCD,Previous Close,264.94
4353,MCD,Open,265.92
4354,MCD,Bid,265.80 x 1300
4355,MCD,Ask,266.30 x 900
4356,MCD,Day's Range,265.45 - 267.37
4357,MCD,52 Week Range,202.73 - 267.37
4358,MCD,Volume,"1,429,915"
4359,MCD,Avg. Volume,"2,716,071"
4360,MCD,Market Cap,198.73B
4361,MCD,Beta (5Y Monthly),0.58
4362,MCD,PE Ratio (TTM),27.42
4363,MCD,EPS (TTM),9.70
4364,MCD,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
4365,MCD,Forward Dividend & Yield,5.52 (2.08%)
4366,MCD,Ex-Dividend Date,"Nov 30, 2021"
4367,MCD,1y Target Est,274.73
4368,MCK,Previous Close,236.48
4369,MCK,Open,236.84
4370,MCK,Bid,241.32 x 800
4371,MCK,Ask,290.00 x 1000
4372,MCK,Day's Range,236.84 - 241.54
4373,MCK,52 Week Range,169.34 - 241.54
4374,MCK,Volume,"639,421"
4375,MCK,Avg. Volume,"902,025"
4376,MCK,Market Cap,36.763B
4377,MCK,Beta (5Y Monthly),0.75
4378,MCK,PE Ratio (TTM),N/A
4379,MCK,EPS (TTM),-30.59
4380,MCK,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
4381,MCK,Forward Dividend & Yield,1.88 (0.79%)
4382,MCK,Ex-Dividend Date,"Nov 30, 2021"
4383,MCK,1y Target Est,268.08
4384,MDT,Previous Close,101.34
4385,MDT,Open,102.12
4386,MDT,Bid,102.56 x 800
4387,MDT,Ask,102.98 x 2900
4388,MDT,Day's Range,101.18 - 103.40
4389,MDT,52 Week Range,98.38 - 135.89
4390,MDT,Volume,"7,168,117"
4391,MDT,Avg. Volume,"6,465,393"
4392,MDT,Market Cap,138.355B
4393,MDT,Beta (5Y Monthly),0.81
4394,MDT,PE Ratio (TTM),29.67
4395,MDT,EPS (TTM),3.47
4396,MDT,Earnings Date,"Feb 22, 2022"
4397,MDT,Forward Dividend & Yield,2.52 (2.45%)
4398,MDT,Ex-Dividend Date,"Dec 21, 2021"
4399,MDT,1y Target Est,133.88
4400,MRK,Previous Close,76.16
4401,MRK,Open,76.30
4402,MRK,Bid,75.91 x 3000
4403,MRK,Ask,75.98 x 800
4404,MRK,Day's Range,75.35 - 76.30
4405,MRK,52 Week Range,68.44 - 91.40
4406,MRK,Volume,"9,894,892"
4407,MRK,Avg. Volume,"16,673,212"
4408,MRK,Market Cap,191.289B
4409,MRK,Beta (5Y Monthly),0.49
4410,MRK,PE Ratio (TTM),26.72
4411,MRK,EPS (TTM),2.83
4412,MRK,Earnings Date,"Feb 03, 2022"
4413,MRK,Forward Dividend & Yield,2.76 (3.64%)
4414,MRK,Ex-Dividend Date,"Dec 14, 2021"
4415,MRK,1y Target Est,92.31
4416,FB,Previous Close,330.45
4417,FB,Open,330.10
4418,FB,Bid,335.50 x 800
4419,FB,Ask,336.00 x 900
4420,FB,Day's Range,328.40 - 336.67
4421,FB,52 Week Range,244.61 - 384.33
4422,FB,Volume,"13,987,698"
4423,FB,Avg. Volume,"23,279,439"
4424,FB,Market Cap,932.557B
4425,FB,Beta (5Y Monthly),1.29
4426,FB,PE Ratio (TTM),23.99
4427,FB,EPS (TTM),13.97
4428,FB,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
4429,FB,Forward Dividend & Yield,N/A (N/A)
4430,FB,Ex-Dividend Date,N/A
4431,FB,1y Target Est,401.01
4432,MET,Previous Close,60.88
4433,MET,Open,61.23
4434,MET,Bid,61.55 x 900
4435,MET,Ask,61.98 x 800
4436,MET,Day's Range,61.23 - 62.12
4437,MET,52 Week Range,45.73 - 67.68
4438,MET,Volume,"3,307,214"
4439,MET,Avg. Volume,"4,630,538"
4440,MET,Market Cap,51.967B
4441,MET,Beta (5Y Monthly),1.26
4442,MET,PE Ratio (TTM),10.31
4443,MET,EPS (TTM),5.99
4444,MET,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
4445,MET,Forward Dividend & Yield,1.92 (3.11%)
4446,MET,Ex-Dividend Date,"Nov 08, 2021"
4447,MET,1y Target Est,73.08
4448,MGM,Previous Close,45.28
4449,MGM,Open,46.01
4450,MGM,Bid,45.69 x 900
4451,MGM,Ask,45.78 x 800
4452,MGM,Day's Range,45.44 - 46.64
4453,MGM,52 Week Range,27.81 - 51.17
4454,MGM,Volume,"3,603,618"
4455,MGM,Avg. Volume,"6,402,998"
4456,MGM,Market Cap,21.45B
4457,MGM,Beta (5Y Monthly),2.39
4458,MGM,PE Ratio (TTM),36.68
4459,MGM,EPS (TTM),1.25
4460,MGM,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
4461,MGM,Forward Dividend & Yield,0.01 (0.02%)
4462,MGM,Ex-Dividend Date,"Dec 09, 2021"
4463,MGM,1y Target Est,55.07
4464,MCHP,Previous Close,86.37
4465,MCHP,Open,86.75
4466,MCHP,Bid,86.60 x 800
4467,MCHP,Ask,87.50 x 900
4468,MCHP,Day's Range,86.62 - 87.49
4469,MCHP,52 Week Range,64.53 - 89.04
4470,MCHP,Volume,"2,193,793"
4471,MCHP,Avg. Volume,"4,030,893"
4472,MCHP,Market Cap,48.235B
4473,MCHP,Beta (5Y Monthly),1.54
4474,MCHP,PE Ratio (TTM),76.05
4475,MCHP,EPS (TTM),1.14
4476,MCHP,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
4477,MCHP,Forward Dividend & Yield,0.93 (1.07%)
4478,MCHP,Ex-Dividend Date,"Nov 18, 2021"
4479,MCHP,1y Target Est,97.80
4480,MU,Previous Close,90.34
4481,MU,Open,90.70
4482,MU,Bid,94.41 x 900
4483,MU,Ask,94.42 x 3000
4484,MU,Day's Range,90.35 - 94.99
4485,MU,52 Week Range,65.67 - 96.96
4486,MU,Volume,"36,345,399"
4487,MU,Avg. Volume,"19,324,966"
4488,MU,Market Cap,105.766B
4489,MU,Beta (5Y Monthly),1.14
4490,MU,PE Ratio (TTM),14.61
4491,MU,EPS (TTM),6.46
4492,MU,Earnings Date,"Dec 20, 2021"
4493,MU,Forward Dividend & Yield,0.20 (0.21%)
4494,MU,Ex-Dividend Date,"Dec 31, 2021"
4495,MU,1y Target Est,106.81
4496,MSFT,Previous Close,333.20
4497,MSFT,Open,332.75
4498,MSFT,Bid,334.42 x 1000
4499,MSFT,Ask,334.69 x 1000
4500,MSFT,Day's Range,332.75 - 336.39
4501,MSFT,52 Week Range,211.94 - 349.67
4502,MSFT,Volume,"19,617,740"
4503,MSFT,Avg. Volume,"26,869,322"
4504,MSFT,Market Cap,2.513T
4505,MSFT,Beta (5Y Monthly),0.87
4506,MSFT,PE Ratio (TTM),37.44
4507,MSFT,EPS (TTM),8.94
4508,MSFT,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
4509,MSFT,Forward Dividend & Yield,2.48 (0.74%)
4510,MSFT,Ex-Dividend Date,"Feb 16, 2022"
4511,MSFT,1y Target Est,367.58
4512,MRNA,Previous Close,251.36
4513,MRNA,Open,250.41
4514,MRNA,Bid,249.54 x 900
4515,MRNA,Ask,249.74 x 1300
4516,MRNA,Day's Range,238.53 - 253.65
4517,MRNA,52 Week Range,102.66 - 497.49
4518,MRNA,Volume,"9,655,445"
4519,MRNA,Avg. Volume,"13,007,903"
4520,MRNA,Market Cap,101.358B
4521,MRNA,Beta (5Y Monthly),1.34
4522,MRNA,PE Ratio (TTM),14.98
4523,MRNA,EPS (TTM),16.69
4524,MRNA,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
4525,MRNA,Forward Dividend & Yield,N/A (N/A)
4526,MRNA,Ex-Dividend Date,N/A
4527,MRNA,1y Target Est,299.53
4528,TAP,Previous Close,44.66
4529,TAP,Open,44.89
4530,TAP,Bid,43.00 x 1000
4531,TAP,Ask,46.99 x 800
4532,TAP,Day's Range,44.89 - 45.65
4533,TAP,52 Week Range,42.46 - 61.48
4534,TAP,Volume,"2,374,299"
4535,TAP,Avg. Volume,"1,684,598"
4536,TAP,Market Cap,9.921B
4537,TAP,Beta (5Y Monthly),1.06
4538,TAP,PE Ratio (TTM),N/A
4539,TAP,EPS (TTM),-2.05
4540,TAP,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
4541,TAP,Forward Dividend & Yield,0.68 (1.52%)
4542,TAP,Ex-Dividend Date,"Dec 02, 2021"
4543,TAP,1y Target Est,54.08
4544,MDLZ,Previous Close,64.83
4545,MDLZ,Open,64.95
4546,MDLZ,Bid,63.60 x 1100
4547,MDLZ,Ask,65.36 x 900
4548,MDLZ,Day's Range,64.79 - 65.25
4549,MDLZ,52 Week Range,52.91 - 66.06
4550,MDLZ,Volume,"3,711,900"
4551,MDLZ,Avg. Volume,"6,723,734"
4552,MDLZ,Market Cap,90.589B
4553,MDLZ,Beta (5Y Monthly),0.72
4554,MDLZ,PE Ratio (TTM),20.67
4555,MDLZ,EPS (TTM),3.14
4556,MDLZ,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
4557,MDLZ,Forward Dividend & Yield,1.40 (2.16%)
4558,MDLZ,Ex-Dividend Date,"Dec 30, 2021"
4559,MDLZ,1y Target Est,70.52
4560,MPWR,Previous Close,482.99
4561,MPWR,Open,474.35
4562,MPWR,Bid,475.55 x 1000
4563,MPWR,Ask,476.19 x 900
4564,MPWR,Day's Range,471.64 - 483.82
4565,MPWR,52 Week Range,301.51 - 580.00
4566,MPWR,Volume,"222,768"
4567,MPWR,Avg. Volume,"328,449"
4568,MPWR,Market Cap,22.037B
4569,MPWR,Beta (5Y Monthly),0.91
4570,MPWR,PE Ratio (TTM),107.20
4571,MPWR,EPS (TTM),4.46
4572,MPWR,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
4573,MPWR,Forward Dividend & Yield,2.40 (0.50%)
4574,MPWR,Ex-Dividend Date,"Dec 30, 2021"
4575,MPWR,1y Target Est,603.29
4576,MNST,Previous Close,93.48
4577,MNST,Open,93.72
4578,MNST,Bid,93.17 x 900
4579,MNST,Ask,94.91 x 800
4580,MNST,Day's Range,93.36 - 94.31
4581,MNST,52 Week Range,80.92 - 99.89
4582,MNST,Volume,"1,222,275"
4583,MNST,Avg. Volume,"2,365,369"
4584,MNST,Market Cap,49.654B
4585,MNST,Beta (5Y Monthly),1.09
4586,MNST,PE Ratio (TTM),32.81
4587,MNST,EPS (TTM),2.86
4588,MNST,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
4589,MNST,Forward Dividend & Yield,N/A (N/A)
4590,MNST,Ex-Dividend Date,N/A
4591,MNST,1y Target Est,104.66
4592,MCO,Previous Close,394.97
4593,MCO,Open,396.88
4594,MCO,Bid,398.30 x 900
4595,MCO,Ask,398.57 x 800
4596,MCO,Day's Range,396.07 - 399.83
4597,MCO,52 Week Range,261.38 - 407.94
4598,MCO,Volume,"304,458"
4599,MCO,Avg. Volume,"600,988"
4600,MCO,Market Cap,73.851B
4601,MCO,Beta (5Y Monthly),1.18
4602,MCO,PE Ratio (TTM),35.59
4603,MCO,EPS (TTM),11.16
4604,MCO,Earnings Date,"Feb 10, 2022 - Feb 14, 2022"
4605,MCO,Forward Dividend & Yield,2.48 (0.62%)
4606,MCO,Ex-Dividend Date,"Nov 22, 2021"
4607,MCO,1y Target Est,427.45
4608,MS,Previous Close,98.30
4609,MS,Open,99.01
4610,MS,Bid,99.57 x 1200
4611,MS,Ask,99.33 x 800
4612,MS,Day's Range,98.77 - 99.97
4613,MS,52 Week Range,66.85 - 105.95
4614,MS,Volume,"4,482,484"
4615,MS,Avg. Volume,"9,107,661"
4616,MS,Market Cap,178.257B
4617,MS,Beta (5Y Monthly),1.53
4618,MS,PE Ratio (TTM),12.68
4619,MS,EPS (TTM),7.83
4620,MS,Earnings Date,"Jan 19, 2022"
4621,MS,Forward Dividend & Yield,2.80 (2.82%)
4622,MS,Ex-Dividend Date,"Oct 28, 2021"
4623,MS,1y Target Est,N/A
4624,MOS,Previous Close,38.72
4625,MOS,Open,38.80
4626,MOS,Bid,39.09 x 1800
4627,MOS,Ask,39.17 x 900
4628,MOS,Day's Range,38.63 - 39.53
4629,MOS,52 Week Range,21.40 - 43.24
4630,MOS,Volume,"3,835,210"
4631,MOS,Avg. Volume,"5,208,477"
4632,MOS,Market Cap,14.513B
4633,MOS,Beta (5Y Monthly),1.76
4634,MOS,PE Ratio (TTM),8.39
4635,MOS,EPS (TTM),4.67
4636,MOS,Earnings Date,"Feb 15, 2022 - Feb 21, 2022"
4637,MOS,Forward Dividend & Yield,0.45 (1.15%)
4638,MOS,Ex-Dividend Date,"Mar 02, 2022"
4639,MOS,1y Target Est,45.84
4640,MSI,Previous Close,264.59
4641,MSI,Open,264.78
4642,MSI,Bid,263.06 x 800
4643,MSI,Ask,268.00 x 1100
4644,MSI,Day's Range,261.36 - 266.35
4645,MSI,52 Week Range,165.60 - 266.86
4646,MSI,Volume,"565,891"
4647,MSI,Avg. Volume,"673,485"
4648,MSI,Market Cap,44.403B
4649,MSI,Beta (5Y Monthly),0.77
4650,MSI,PE Ratio (TTM),36.29
4651,MSI,EPS (TTM),7.24
4652,MSI,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
4653,MSI,Forward Dividend & Yield,3.16 (1.20%)
4654,MSI,Ex-Dividend Date,"Dec 14, 2021"
4655,MSI,1y Target Est,270.60
4656,MSCI,Previous Close,604.18
4657,MSCI,Open,609.19
4658,MSCI,Bid,609.00 x 900
4659,MSCI,Ask,901.00 x 800
4660,MSCI,Day's Range,607.94 - 616.60
4661,MSCI,52 Week Range,380.00 - 679.85
4662,MSCI,Volume,"183,738"
4663,MSCI,Avg. Volume,"312,514"
4664,MSCI,Market Cap,50.397B
4665,MSCI,Beta (5Y Monthly),0.97
4666,MSCI,PE Ratio (TTM),74.18
4667,MSCI,EPS (TTM),8.24
4668,MSCI,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
4669,MSCI,Forward Dividend & Yield,3.64 (0.60%)
4670,MSCI,Ex-Dividend Date,"Nov 10, 2021"
4671,MSCI,1y Target Est,689.11
4672,NDAQ,Previous Close,204.20
4673,NDAQ,Open,205.00
4674,NDAQ,Bid,200.66 x 800
4675,NDAQ,Ask,206.03 x 800
4676,NDAQ,Day's Range,204.50 - 206.68
4677,NDAQ,52 Week Range,127.92 - 214.96
4678,NDAQ,Volume,"593,604"
4679,NDAQ,Avg. Volume,"784,134"
4680,NDAQ,Market Cap,34.351B
4681,NDAQ,Beta (5Y Monthly),0.84
4682,NDAQ,PE Ratio (TTM),29.89
4683,NDAQ,EPS (TTM),6.87
4684,NDAQ,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
4685,NDAQ,Forward Dividend & Yield,2.16 (1.05%)
4686,NDAQ,Ex-Dividend Date,"Dec 02, 2021"
4687,NDAQ,1y Target Est,223.43
4688,NTAP,Previous Close,89.90
4689,NTAP,Open,90.14
4690,NTAP,Bid,87.46 x 1800
4691,NTAP,Ask,90.70 x 1100
4692,NTAP,Day's Range,90.00 - 91.30
4693,NTAP,52 Week Range,58.83 - 94.69
4694,NTAP,Volume,"1,548,233"
4695,NTAP,Avg. Volume,"1,547,744"
4696,NTAP,Market Cap,20.145B
4697,NTAP,Beta (5Y Monthly),1.21
4698,NTAP,PE Ratio (TTM),22.04
4699,NTAP,EPS (TTM),4.11
4700,NTAP,Earnings Date,"Feb 23, 2022"
4701,NTAP,Forward Dividend & Yield,2.00 (2.21%)
4702,NTAP,Ex-Dividend Date,"Jan 06, 2022"
4703,NTAP,1y Target Est,99.85
4704,NFLX,Previous Close,614.24
4705,NFLX,Open,616.40
4706,NFLX,Bid,614.50 x 800
4707,NFLX,Ask,615.25 x 900
4708,NFLX,Day's Range,607.57 - 616.85
4709,NFLX,52 Week Range,478.54 - 700.99
4710,NFLX,Volume,"1,621,146"
4711,NFLX,Avg. Volume,"3,713,811"
4712,NFLX,Market Cap,272.012B
4713,NFLX,Beta (5Y Monthly),0.85
4714,NFLX,PE Ratio (TTM),55.37
4715,NFLX,EPS (TTM),11.09
4716,NFLX,Earnings Date,"Jan 20, 2022"
4717,NFLX,Forward Dividend & Yield,N/A (N/A)
4718,NFLX,Ex-Dividend Date,N/A
4719,NFLX,1y Target Est,673.36
4720,NWL,Previous Close,21.37
4721,NWL,Open,21.43
4722,NWL,Bid,21.27 x 1400
4723,NWL,Ask,21.64 x 1400
4724,NWL,Day's Range,21.35 - 21.57
4725,NWL,52 Week Range,20.36 - 30.10
4726,NWL,Volume,"2,561,536"
4727,NWL,Avg. Volume,"2,827,642"
4728,NWL,Market Cap,9.108B
4729,NWL,Beta (5Y Monthly),0.96
4730,NWL,PE Ratio (TTM),15.18
4731,NWL,EPS (TTM),1.41
4732,NWL,Earnings Date,"Feb 10, 2022 - Feb 14, 2022"
4733,NWL,Forward Dividend & Yield,0.92 (4.30%)
4734,NWL,Ex-Dividend Date,"Nov 29, 2021"
4735,NWL,1y Target Est,28.00
4736,NEM,Previous Close,58.50
4737,NEM,Open,58.11
4738,NEM,Bid,59.43 x 2200
4739,NEM,Ask,60.00 x 1400
4740,NEM,Day's Range,58.11 - 59.72
4741,NEM,52 Week Range,52.60 - 75.31
4742,NEM,Volume,"6,113,643"
4743,NEM,Avg. Volume,"6,597,015"
